CALL_ID,AGENT_NAME,CUSTOMER_NAME,CALL_DATE,TRANSCRIPT
CALL-1226,Susan Levy,Autumn Robinson,2025-04-04,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1227,Elizabeth Woods,Jennifer Miller,2025-01-20,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1228,Jorge Sullivan,Kelsey Davis,2025-03-11,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1229,Stephanie Collins,Brian Green,2024-06-17,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1230,Peter Montgomery,Taylor Johnson,2024-11-18,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1231,Theodore Mcgrath,Autumn Robinson,2025-03-31,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1232,Brian Hamilton,Stephanie Lawrence,2025-03-02,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1233,Stephanie Sutton,Dana Nguyen,2024-07-13,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1234,Norma Fisher,Patrick Rogers,2024-05-15,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1235,Theodore Mcgrath,William Roberts,2025-02-28,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1236,Susan Wagner,Susan Williams,2024-09-30,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1237,Jorge Sullivan,Susan Williams,2024-10-20,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1238,Jorge Sullivan,Autumn Robinson,2024-09-22,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1239,Stephanie Collins,Brian Green,2025-02-18,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1240,Theodore Mcgrath,Laurie Wallace,2024-07-13,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1241,Peter Montgomery,Faith Cabrera,2024-10-24,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1242,Stephanie Collins,Lori Bennett,2024-09-16,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1243,Susan Levy,Sarah Villanueva,2025-03-03,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1244,Stephanie Collins,Robin Lopez,2025-01-01,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1245,Susan Levy,Emily Howard,2024-05-30,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1246,Jorge Sullivan,Terry Wells,2024-05-18,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1247,Norma Fisher,Amy Lowe,2025-04-16,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1248,Elizabeth Woods,Joshua Clark,2025-04-28,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1249,Norma Fisher,Lauren Hayes,2024-05-16,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1250,Norma Fisher,John Richards,2024-11-05,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1251,Stephanie Collins,Mr. Ryan Sanchez,2024-08-08,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1252,Brian Hamilton,Angela Salazar,2025-04-15,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1253,Peter Montgomery,Taylor Johnson,2024-05-11,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1254,Brian Hamilton,Stephanie Lawrence,2024-11-18,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1255,Brian Hamilton,Dana Nguyen,2025-01-14,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1256,Stephanie Sutton,Richard Higgins,2024-12-08,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1257,Theodore Mcgrath,Joseph Jones,2024-12-09,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1258,Brian Hamilton,Kimberly Maynard,2025-04-06,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1259,Jorge Sullivan,Jennifer Morales,2024-07-23,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1260,Theodore Mcgrath,Heather Roberts,2024-07-29,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1261,Theodore Mcgrath,Jennifer Summers,2024-06-06,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1262,Susan Levy,Autumn Robinson,2025-02-26,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1263,Peter Montgomery,Travis Schultz,2025-03-15,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1264,Jorge Sullivan,George Allen,2025-04-09,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1265,Susan Levy,Austin Boyer,2025-04-11,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1266,Stephanie Collins,Mr. Ryan Sanchez,2024-12-30,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1267,Stephanie Collins,Tasha Rodriguez,2025-02-27,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1268,Theodore Mcgrath,Jennifer Summers,2024-11-12,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1269,Norma Fisher,Gloria King,2025-01-27,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1270,Jorge Sullivan,Walter Pratt,2024-11-20,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1271,Brian Hamilton,Janice Johnston,2024-10-11,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1272,Stephanie Sutton,Dana Nguyen,2024-11-13,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1273,Norma Fisher,Heather Roberts,2024-08-27,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1274,Elizabeth Woods,Lauren Hayes,2024-06-14,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1275,Theodore Mcgrath,April Snyder,2024-06-26,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1276,Susan Wagner,Joshua Carter,2024-10-13,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1277,Theodore Mcgrath,Melanie Johnson,2025-04-12,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1278,Susan Levy,Kimberly Myers,2024-12-06,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1279,Susan Levy,Sean Green,2024-10-11,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1280,Norma Fisher,April Snyder,2025-04-24,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1281,Norma Fisher,Andrew Gould,2024-06-02,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1282,Elizabeth Woods,Vanessa Cooper,2025-04-29,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1283,Susan Levy,Michael Simmons,2024-06-10,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1284,Brian Hamilton,Kenneth Kent,2024-10-09,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1285,Stephanie Collins,Kristin Potts,2024-05-25,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1286,Stephanie Collins,Alex Woodward,2024-06-08,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1287,Susan Wagner,David Williams,2024-10-09,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1288,Peter Montgomery,Matthew Bell,2025-02-25,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1289,Susan Levy,Richard Higgins,2024-06-30,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1290,Susan Levy,Gloria King,2025-02-10,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1291,Elizabeth Woods,Paul Brown,2024-05-12,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1292,Stephanie Collins,Jennifer Bates,2025-03-04,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1293,Elizabeth Woods,Whitney Stark,2024-10-21,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1294,Susan Levy,Jonathan Williams,2024-10-15,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1295,Elizabeth Woods,William Roberts,2025-01-22,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1296,Susan Wagner,Caleb Clark,2024-10-09,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1297,Stephanie Collins,Joshua Carter,2024-05-12,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1298,Norma Fisher,Michael Simmons,2024-11-09,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1299,Susan Wagner,Emily Howard,2025-04-23,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1300,Theodore Mcgrath,Whitney Stark,2025-04-01,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1301,Stephanie Sutton,Michelle Kelley,2024-09-04,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1302,Brian Hamilton,Kimberly Myers,2025-02-05,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1303,Susan Wagner,April Snyder,2024-08-07,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1304,Susan Levy,Jenny Richardson,2024-05-31,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1305,Peter Montgomery,Lauren Hayes,2024-09-14,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1306,Elizabeth Woods,Heather Roberts,2024-05-28,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1307,Stephanie Collins,Emily Howard,2024-06-17,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1308,Stephanie Collins,George Allen,2024-09-17,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1309,Susan Levy,Joshua Clark,2025-01-24,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1310,Susan Wagner,Joshua Clark,2024-05-12,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1311,Peter Montgomery,Nicholas Kline,2024-09-12,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1312,Jorge Sullivan,Dana Nguyen,2024-09-13,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1313,Stephanie Sutton,Amy Lowe,2024-07-09,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1314,Peter Montgomery,Terry Wells,2024-05-04,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1315,Brian Hamilton,Michelle Kelley,2025-03-19,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1316,Elizabeth Woods,William Garcia,2024-07-29,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1317,Stephanie Collins,Taylor Johnson,2025-03-15,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1318,Elizabeth Woods,Jeremy Green,2024-09-20,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1319,Susan Levy,Matthew Smith,2024-05-28,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1320,Norma Fisher,Miss Angela Swanson DVM,2024-12-18,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1321,Stephanie Sutton,Hannah Wiggins,2025-04-12,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1322,Elizabeth Woods,Lisa Johnston,2024-06-25,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1323,Susan Levy,Desiree Cain,2024-07-20,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1324,Stephanie Collins,Kristin Potts,2024-05-02,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1325,Stephanie Sutton,Lisa Johnston,2024-07-19,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1326,Jorge Sullivan,Kimberly Myers,2025-01-11,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1327,Brian Hamilton,Faith Cabrera,2025-01-17,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1328,Susan Levy,Michael Stewart,2025-02-09,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1329,Theodore Mcgrath,Andrew Gould,2025-04-30,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1330,Susan Wagner,Mitchell Smith,2025-04-15,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1331,Stephanie Sutton,Danielle Castro,2024-06-17,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1332,Peter Montgomery,Susan Williams,2025-02-15,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1333,Elizabeth Woods,Lisa Johnston,2024-05-03,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1334,Theodore Mcgrath,Jonathan Williams,2024-08-22,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1335,Stephanie Collins,Danielle Castro,2024-09-21,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1336,Theodore Mcgrath,William Roberts,2025-01-23,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1337,Stephanie Collins,Barbara Sanders,2024-05-10,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1338,Peter Montgomery,Peter Mcdowell,2025-04-28,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1339,Elizabeth Woods,Jason Carroll,2024-12-21,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1340,Stephanie Collins,Travis Schultz,2024-07-30,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1341,Susan Levy,Melanie Johnson,2025-03-30,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1342,Stephanie Sutton,Lisa Johnston,2024-06-25,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1343,Stephanie Sutton,Amy Lowe,2024-07-12,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1344,Susan Levy,Barbara Sanders,2024-10-24,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1345,Susan Wagner,James Stone,2024-06-13,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1346,Theodore Mcgrath,April Snyder,2024-11-02,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1347,Brian Hamilton,Sean Green,2024-09-11,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
